Q Value,Bot1 Result,Bot1 Position,Bot2 Result,Bot2 Position,Bot3 Result,Bot3 Position,Bot4 Result,Bot4 Position,Button Position,Fire Position
0.2,Failure,"(21, 20)",Success,"(21, 20)",Failure,"(21, 20)",Success,"(21, 20)","(33, 27)","(21, 20)"
0.2,Failure,"(36, 8)",Failure,"(36, 8)",Failure,"(36, 8)",Failure,"(36, 8)","(15, 16)","(18, 21)"
0.2,Success,"(14, 4)",Success,"(14, 4)",Success,"(14, 4)",Success,"(14, 4)","(21, 32)","(36, 25)"
0.2,Success,"(11, 14)",Success,"(11, 14)",Success,"(11, 14)",Success,"(11, 14)","(6, 26)","(2, 4)"
0.2,Failure,"(11, 34)",Failure,"(11, 34)",Failure,"(11, 34)",Failure,"(11, 34)","(35, 12)","(14, 11)"
0.2,Success,"(13, 26)",Success,"(13, 26)",Success,"(13, 26)",Success,"(13, 26)","(16, 27)","(34, 5)"
0.2,Success,"(7, 31)",Success,"(7, 31)",Success,"(7, 31)",Success,"(7, 31)","(26, 11)","(36, 35)"
0.2,Success,"(24, 38)",Success,"(24, 38)",Success,"(24, 38)",Success,"(24, 38)","(15, 21)","(38, 15)"
0.2,Success,"(17, 24)",Success,"(17, 24)",Success,"(17, 24)",Success,"(17, 24)","(15, 22)","(26, 9)"
0.2,Success,"(32, 15)",Success,"(32, 15)",Success,"(32, 15)",Success,"(32, 15)","(27, 31)","(8, 31)"
0.2,Success,"(36, 10)",Success,"(36, 10)",Success,"(36, 10)",Success,"(36, 10)","(18, 2)","(9, 27)"
0.2,Success,"(13, 3)",Success,"(13, 3)",Success,"(13, 3)",Success,"(13, 3)","(36, 33)","(37, 5)"
0.2,Failure,"(38, 1)",Failure,"(38, 1)",Failure,"(38, 1)",Failure,"(38, 1)","(37, 38)","(30, 12)"
0.2,Success,"(1, 14)",Success,"(1, 14)",Success,"(1, 14)",Success,"(1, 14)","(7, 25)","(27, 37)"
0.3,Success,"(8, 37)",Success,"(8, 37)",Success,"(8, 37)",Success,"(8, 37)","(36, 11)","(17, 33)"
0.3,Failure,"(9, 2)",Failure,"(9, 2)",Failure,"(9, 2)",Failure,"(9, 2)","(25, 16)","(21, 26)"
0.3,Failure,"(36, 34)",Failure,"(36, 34)",Failure,"(36, 34)",Failure,"(36, 34)","(38, 13)","(33, 16)"
0.3,Success,"(21, 15)",Success,"(21, 15)",Success,"(21, 15)",Success,"(21, 15)","(10, 24)","(24, 32)"
0.3,Success,"(20, 24)",Success,"(20, 24)",Success,"(20, 24)",Success,"(20, 24)","(25, 26)","(1, 38)"
0.3,Success,"(19, 34)",Success,"(19, 34)",Success,"(19, 34)",Success,"(19, 34)","(20, 5)","(5, 15)"
0.3,Success,"(11, 37)",Success,"(11, 37)",Success,"(11, 37)",Success,"(11, 37)","(23, 26)","(21, 12)"
0.3,Success,"(8, 31)",Success,"(8, 31)",Success,"(8, 31)",Success,"(8, 31)","(10, 28)","(28, 18)"
0.3,Success,"(4, 6)",Success,"(4, 6)",Success,"(4, 6)",Success,"(4, 6)","(3, 31)","(18, 25)"
0.3,Success,"(33, 24)",Success,"(33, 24)",Success,"(33, 24)",Success,"(33, 24)","(6, 33)","(11, 10)"
0.3,Success,"(16, 38)",Success,"(16, 38)",Success,"(16, 38)",Success,"(16, 38)","(12, 11)","(38, 18)"
0.3,Success,"(37, 15)",Success,"(37, 15)",Success,"(37, 15)",Success,"(37, 15)","(34, 33)","(3, 8)"
0.3,Failure,"(33, 7)",Failure,"(33, 7)",Failure,"(33, 7)",Failure,"(33, 7)","(1, 28)","(27, 14)"
0.3,Success,"(37, 20)",Success,"(37, 20)",Success,"(37, 20)",Success,"(37, 20)","(30, 4)","(1, 28)"
0.3,Success,"(12, 4)",Success,"(12, 4)",Success,"(12, 4)",Success,"(12, 4)","(25, 4)","(29, 35)"
0.3,Success,"(29, 15)",Success,"(29, 15)",Success,"(29, 15)",Success,"(29, 15)","(34, 34)","(27, 1)"
0.3,Success,"(24, 27)",Success,"(24, 27)",Success,"(24, 27)",Success,"(24, 27)","(4, 36)","(11, 8)"
0.3,Success,"(34, 21)",Success,"(34, 21)",Success,"(34, 21)",Success,"(34, 21)","(1, 1)","(26, 3)"
0.3,Success,"(20, 34)",Success,"(20, 34)",Success,"(20, 34)",Success,"(20, 34)","(4, 23)","(30, 19)"
0.3,Success,"(20, 28)",Success,"(20, 28)",Success,"(20, 28)",Success,"(20, 28)","(27, 16)","(37, 16)"
0.4,Failure,"(17, 24)",Success,"(17, 24)",Failure,"(17, 24)",Failure,"(17, 24)","(36, 33)","(17, 24)"
0.4,Success,"(13, 26)",Success,"(13, 26)",Success,"(13, 26)",Success,"(13, 26)","(17, 2)","(34, 25)"
0.4,Failure,"(6, 38)",Failure,"(6, 38)",Success,"(6, 38)",Failure,"(6, 38)","(28, 29)","(32, 13)"
0.4,Success,"(16, 11)",Success,"(16, 11)",Success,"(16, 11)",Success,"(16, 11)","(38, 30)","(17, 16)"
0.4,Success,"(8, 16)",Success,"(8, 16)",Success,"(8, 16)",Success,"(8, 16)","(26, 8)","(11, 3)"
0.4,Success,"(3, 35)",Success,"(3, 35)",Success,"(3, 35)",Success,"(3, 35)","(15, 4)","(3, 12)"
0.4,Success,"(3, 30)",Success,"(3, 30)",Success,"(3, 30)",Success,"(3, 30)","(4, 23)","(1, 38)"
0.4,Failure,"(25, 36)",Failure,"(25, 36)",Failure,"(25, 36)",Failure,"(25, 36)","(35, 2)","(12, 7)"
0.4,Success,"(14, 10)",Success,"(14, 10)",Failure,"(14, 10)",Success,"(14, 10)","(10, 33)","(3, 34)"
0.4,Success,"(25, 9)",Success,"(25, 9)",Success,"(25, 9)",Success,"(25, 9)","(36, 14)","(25, 37)"
0.4,Success,"(17, 19)",Success,"(17, 19)",Success,"(17, 19)",Success,"(17, 19)","(30, 36)","(28, 2)"
0.4,Failure,"(34, 38)",Success,"(34, 38)",Failure,"(34, 38)",Failure,"(34, 38)","(2, 21)","(9, 6)"
0.4,Success,"(21, 1)",Success,"(21, 1)",Success,"(21, 1)",Success,"(21, 1)","(37, 13)","(3, 32)"
0.4,Success,"(3, 38)",Success,"(3, 38)",Success,"(3, 38)",Success,"(3, 38)","(10, 22)","(32, 36)"
0.4,Success,"(6, 1)",Failure,"(6, 1)",Failure,"(6, 1)",Success,"(6, 1)","(33, 1)","(2, 2)"
0.4,Failure,"(16, 36)",Failure,"(16, 36)",Failure,"(16, 36)",Failure,"(16, 36)","(14, 11)","(31, 31)"
0.4,Failure,"(37, 26)",Failure,"(37, 26)",Failure,"(37, 26)",Failure,"(37, 26)","(20, 19)","(36, 25)"
0.4,Success,"(38, 36)",Failure,"(38, 36)",Failure,"(38, 36)",Failure,"(38, 36)","(1, 5)","(37, 15)"
0.4,Success,"(16, 37)",Success,"(16, 37)",Success,"(16, 37)",Success,"(16, 37)","(8, 14)","(5, 3)"
0.4,Failure,"(4, 2)",Success,"(4, 2)",Success,"(4, 2)",Failure,"(4, 2)","(31, 38)","(28, 26)"
0.5,Success,"(15, 8)",Success,"(15, 8)",Success,"(15, 8)",Success,"(15, 8)","(37, 34)","(12, 5)"
0.5,Success,"(11, 18)",Success,"(11, 18)",Success,"(11, 18)",Success,"(11, 18)","(4, 2)","(9, 2)"
0.5,Failure,"(19, 33)",Failure,"(19, 33)",Failure,"(19, 33)",Failure,"(19, 33)","(33, 5)","(32, 20)"
0.5,Success,"(10, 1)",Success,"(10, 1)",Success,"(10, 1)",Failure,"(10, 1)","(3, 31)","(4, 8)"
0.5,Success,"(19, 14)",Success,"(19, 14)",Success,"(19, 14)",Success,"(19, 14)","(8, 15)","(37, 13)"
0.5,Success,"(17, 9)",Success,"(17, 9)",Success,"(17, 9)",Success,"(17, 9)","(7, 26)","(31, 28)"
0.5,Failure,"(3, 16)",Failure,"(3, 16)",Failure,"(3, 16)",Failure,"(3, 16)","(7, 32)","(4, 34)"
0.5,Success,"(23, 2)",Success,"(23, 2)",Success,"(23, 2)",Success,"(23, 2)","(29, 22)","(8, 2)"
0.5,Success,"(24, 26)",Success,"(24, 26)",Success,"(24, 26)",Success,"(24, 26)","(29, 25)","(4, 5)"
0.5,Success,"(28, 19)",Success,"(28, 19)",Success,"(28, 19)",Success,"(28, 19)","(12, 1)","(36, 12)"
0.5,Failure,"(28, 12)",Failure,"(28, 12)",Failure,"(28, 12)",Failure,"(28, 12)","(33, 34)","(35, 31)"
0.5,Failure,"(33, 10)",Failure,"(33, 10)",Failure,"(33, 10)",Failure,"(33, 10)","(4, 15)","(16, 18)"
0.5,Success,"(17, 8)",Success,"(17, 8)",Success,"(17, 8)",Success,"(17, 8)","(9, 14)","(3, 37)"
0.5,Success,"(26, 12)",Success,"(26, 12)",Success,"(26, 12)",Success,"(26, 12)","(3, 13)","(36, 1)"
0.1,Success,"(31, 27)",Success,"(31, 27)",Success,"(31, 27)",Success,"(31, 27)","(29, 6)","(9, 1)"
0.1,Success,"(32, 7)",Success,"(32, 7)",Success,"(32, 7)",Success,"(32, 7)","(14, 20)","(8, 21)"
0.1,Success,"(28, 32)",Success,"(28, 32)",Failure,"(28, 32)",Success,"(28, 32)","(35, 8)","(27, 30)"
0.1,Success,"(18, 18)",Success,"(18, 18)",Success,"(18, 18)",Success,"(18, 18)","(20, 18)","(10, 37)"
0.1,Failure,"(10, 26)",Failure,"(10, 26)",Failure,"(10, 26)",Failure,"(10, 26)","(27, 36)","(33, 10)"
0.1,Success,"(33, 22)",Success,"(33, 22)",Success,"(33, 22)",Success,"(33, 22)","(12, 9)","(19, 5)"
0.1,Success,"(8, 22)",Success,"(8, 22)",Success,"(8, 22)",Success,"(8, 22)","(7, 2)","(24, 31)"
0.1,Success,"(7, 5)",Success,"(7, 5)",Success,"(7, 5)",Success,"(7, 5)","(27, 23)","(23, 31)"
0.1,Success,"(37, 9)",Success,"(37, 9)",Success,"(37, 9)",Success,"(37, 9)","(18, 17)","(25, 38)"
0.1,Success,"(38, 3)",Success,"(38, 3)",Success,"(38, 3)",Success,"(38, 3)","(16, 14)","(12, 2)"
0.1,Success,"(31, 15)",Success,"(31, 15)",Success,"(31, 15)",Success,"(31, 15)","(8, 30)","(12, 6)"
0.1,Success,"(1, 33)",Success,"(1, 33)",Success,"(1, 33)",Success,"(1, 33)","(28, 35)","(12, 28)"
0.1,Failure,"(17, 6)",Failure,"(17, 6)",Failure,"(17, 6)",Failure,"(17, 6)","(33, 15)","(22, 13)"
0.1,Success,"(12, 21)",Success,"(12, 21)",Success,"(12, 21)",Success,"(12, 21)","(34, 5)","(21, 4)"
0.1,Success,"(2, 30)",Success,"(2, 30)",Success,"(2, 30)",Success,"(2, 30)","(29, 25)","(32, 33)"
0.1,Success,"(3, 37)",Success,"(3, 37)",Success,"(3, 37)",Success,"(3, 37)","(3, 3)","(33, 15)"
0.1,Success,"(34, 8)",Success,"(34, 8)",Success,"(34, 8)",Success,"(34, 8)","(24, 15)","(17, 33)"
0.1,Success,"(26, 6)",Success,"(26, 6)",Success,"(26, 6)",Success,"(26, 6)","(33, 14)","(15, 11)"
0.1,Failure,"(20, 1)",Failure,"(20, 1)",Failure,"(20, 1)",Failure,"(20, 1)","(15, 37)","(19, 27)"
0.1,Success,"(13, 12)",Success,"(13, 12)",Success,"(13, 12)",Success,"(13, 12)","(25, 38)","(35, 6)"
0.1,Success,"(4, 29)",Success,"(4, 29)",Success,"(4, 29)",Success,"(4, 29)","(33, 6)","(19, 1)"
0.1,Success,"(27, 26)",Success,"(27, 26)",Success,"(27, 26)",Success,"(27, 26)","(3, 31)","(1, 1)"
0.1,Success,"(20, 9)",Success,"(20, 9)",Success,"(20, 9)",Success,"(20, 9)","(36, 6)","(13, 32)"
0.1,Success,"(20, 11)",Success,"(20, 11)",Success,"(20, 11)",Success,"(20, 11)","(17, 19)","(27, 7)"
0.1,Success,"(9, 26)",Success,"(9, 26)",Success,"(9, 26)",Success,"(9, 26)","(20, 16)","(32, 30)"
0.1,Success,"(30, 16)",Success,"(30, 16)",Success,"(30, 16)",Success,"(30, 16)","(3, 30)","(30, 17)"
0.1,Success,"(1, 18)",Success,"(1, 18)",Success,"(1, 18)",Success,"(1, 18)","(18, 26)","(7, 3)"
0.1,Failure,"(4, 3)",Failure,"(4, 3)",Failure,"(4, 3)",Failure,"(4, 3)","(30, 17)","(10, 4)"
0.2,Success,"(38, 24)",Success,"(38, 24)",Success,"(38, 24)",Success,"(38, 24)","(25, 26)","(19, 5)"
0.2,Success,"(9, 14)",Success,"(9, 14)",Success,"(9, 14)",Success,"(9, 14)","(4, 6)","(20, 11)"
0.2,Success,"(18, 1)",Success,"(18, 1)",Success,"(18, 1)",Success,"(18, 1)","(32, 12)","(31, 38)"
0.2,Failure,"(34, 31)",Success,"(34, 31)",Success,"(34, 31)",Success,"(34, 31)","(10, 16)","(11, 37)"
0.2,Success,"(28, 12)",Success,"(28, 12)",Success,"(28, 12)",Success,"(28, 12)","(10, 21)","(34, 10)"
0.2,Success,"(22, 32)",Success,"(22, 32)",Success,"(22, 32)",Success,"(22, 32)","(9, 16)","(10, 18)"
0.2,Success,"(16, 35)",Success,"(16, 35)",Success,"(16, 35)",Success,"(16, 35)","(27, 4)","(13, 14)"
0.2,Failure,"(35, 24)",Failure,"(35, 24)",Failure,"(35, 24)",Failure,"(35, 24)","(18, 31)","(20, 29)"
0.2,Success,"(24, 27)",Success,"(24, 27)",Success,"(24, 27)",Success,"(24, 27)","(11, 37)","(35, 20)"
0.2,Success,"(24, 35)",Success,"(24, 35)",Success,"(24, 35)",Success,"(24, 35)","(21, 1)","(26, 4)"
0.2,Success,"(12, 15)",Success,"(12, 15)",Success,"(12, 15)",Success,"(12, 15)","(10, 3)","(4, 24)"
0.2,Success,"(30, 5)",Success,"(30, 5)",Success,"(30, 5)",Success,"(30, 5)","(26, 22)","(9, 30)"
0.2,Failure,"(32, 9)",Failure,"(32, 9)",Failure,"(32, 9)",Success,"(32, 9)","(8, 35)","(31, 7)"
0.2,Success,"(5, 28)",Success,"(5, 28)",Success,"(5, 28)",Success,"(5, 28)","(5, 25)","(33, 10)"
0.2,Success,"(33, 29)",Success,"(33, 29)",Success,"(33, 29)",Success,"(33, 29)","(29, 31)","(4, 36)"
0.2,Success,"(23, 38)",Failure,"(23, 38)",Failure,"(23, 38)",Failure,"(23, 38)","(15, 13)","(32, 16)"
0.2,Success,"(36, 19)",Success,"(36, 19)",Success,"(36, 19)",Success,"(36, 19)","(23, 36)","(38, 32)"
0.2,Success,"(11, 28)",Success,"(11, 28)",Success,"(11, 28)",Success,"(11, 28)","(10, 17)","(32, 4)"
0.2,Success,"(32, 37)",Success,"(32, 37)",Success,"(32, 37)",Success,"(32, 37)","(38, 21)","(19, 37)"
0.2,Success,"(29, 2)",Success,"(29, 2)",Success,"(29, 2)",Success,"(29, 2)","(12, 15)","(24, 14)"
0.3,Failure,"(35, 23)",Failure,"(35, 23)",Failure,"(35, 23)",Failure,"(35, 23)","(18, 18)","(18, 15)"
0.3,Failure,"(30, 6)",Failure,"(30, 6)",Failure,"(30, 6)",Failure,"(30, 6)","(31, 33)","(15, 22)"
0.3,Success,"(14, 2)",Success,"(14, 2)",Success,"(14, 2)",Success,"(14, 2)","(7, 28)","(17, 7)"
0.3,Success,"(26, 31)",Success,"(26, 31)",Success,"(26, 31)",Success,"(26, 31)","(37, 8)","(4, 21)"
0.3,Success,"(26, 18)",Failure,"(26, 18)",Failure,"(26, 18)",Success,"(26, 18)","(23, 32)","(19, 38)"
0.3,Success,"(2, 25)",Success,"(2, 25)",Success,"(2, 25)",Success,"(2, 25)","(9, 16)","(11, 30)"
0.3,Failure,"(31, 15)",Failure,"(31, 15)",Failure,"(31, 15)",Success,"(31, 15)","(34, 37)","(28, 14)"
0.3,Success,"(1, 1)",Success,"(1, 1)",Success,"(1, 1)",Success,"(1, 1)","(21, 8)","(32, 4)"
0.3,Success,"(31, 1)",Success,"(31, 1)",Success,"(31, 1)",Success,"(31, 1)","(37, 18)","(2, 5)"
0.3,Success,"(1, 33)",Success,"(1, 33)",Success,"(1, 33)",Success,"(1, 33)","(15, 6)","(19, 22)"
0.3,Success,"(8, 26)",Success,"(8, 26)",Success,"(8, 26)",Success,"(8, 26)","(2, 7)","(30, 25)"
0.3,Success,"(5, 9)",Success,"(5, 9)",Success,"(5, 9)",Success,"(5, 9)","(4, 10)","(15, 22)"
0.3,Success,"(10, 9)",Success,"(10, 9)",Success,"(10, 9)",Success,"(10, 9)","(36, 13)","(14, 38)"
0.3,Success,"(1, 10)",Success,"(1, 10)",Failure,"(1, 10)",Failure,"(1, 10)","(27, 19)","(32, 13)"
0.3,Success,"(27, 26)",Success,"(27, 26)",Success,"(27, 26)",Success,"(27, 26)","(17, 27)","(21, 30)"
0.3,Success,"(10, 35)",Success,"(10, 35)",Success,"(10, 35)",Success,"(10, 35)","(30, 32)","(33, 3)"
0.3,Success,"(31, 22)",Success,"(31, 22)",Failure,"(31, 22)",Success,"(31, 22)","(16, 10)","(29, 28)"
0.3,Success,"(7, 3)",Success,"(7, 3)",Success,"(7, 3)",Success,"(7, 3)","(11, 6)","(20, 24)"
0.3,Success,"(36, 36)",Success,"(36, 36)",Success,"(36, 36)",Success,"(36, 36)","(34, 17)","(34, 15)"
0.3,Success,"(14, 37)",Success,"(14, 37)",Success,"(14, 37)",Success,"(14, 37)","(34, 13)","(23, 7)"
0.4,Success,"(36, 26)",Success,"(36, 26)",Success,"(36, 26)",Success,"(36, 26)","(37, 27)","(24, 22)"
0.4,Success,"(33, 27)",Success,"(33, 27)",Success,"(33, 27)",Success,"(33, 27)","(4, 18)","(6, 38)"
0.4,Success,"(7, 25)",Success,"(7, 25)",Success,"(7, 25)",Success,"(7, 25)","(17, 15)","(11, 15)"
0.4,Success,"(11, 32)",Success,"(11, 32)",Success,"(11, 32)",Success,"(11, 32)","(7, 30)","(17, 26)"
0.4,Success,"(24, 8)",Success,"(24, 8)",Success,"(24, 8)",Success,"(24, 8)","(7, 23)","(37, 2)"
0.4,Failure,"(14, 10)",Failure,"(14, 10)",Failure,"(14, 10)",Failure,"(14, 10)","(38, 37)","(27, 31)"
0.4,Failure,"(14, 29)",Success,"(14, 29)",Failure,"(14, 29)",Failure,"(14, 29)","(10, 10)","(3, 36)"
0.4,Failure,"(36, 19)",Failure,"(36, 19)",Failure,"(36, 19)",Failure,"(36, 19)","(24, 30)","(20, 31)"
0.4,Success,"(16, 19)",Success,"(16, 19)",Success,"(16, 19)",Success,"(16, 19)","(21, 36)","(13, 6)"
0.4,Failure,"(5, 11)",Failure,"(5, 11)",Failure,"(5, 11)",Failure,"(5, 11)","(29, 35)","(26, 35)"
0.4,Failure,"(1, 35)",Failure,"(1, 35)",Failure,"(1, 35)",Failure,"(1, 35)","(37, 15)","(28, 16)"
0.4,Failure,"(8, 11)",Failure,"(8, 11)",Failure,"(8, 11)",Failure,"(8, 11)","(7, 25)","(24, 37)"
0.4,Failure,"(25, 18)",Failure,"(25, 18)",Failure,"(25, 18)",Failure,"(25, 18)","(22, 3)","(13, 4)"
0.4,Failure,"(1, 18)",Failure,"(1, 18)",Failure,"(1, 18)",Failure,"(1, 18)","(22, 33)","(34, 29)"
0.4,Success,"(10, 19)",Success,"(10, 19)",Success,"(10, 19)",Success,"(10, 19)","(37, 6)","(17, 29)"
0.4,Success,"(13, 31)",Success,"(13, 31)",Success,"(13, 31)",Success,"(13, 31)","(29, 23)","(12, 37)"
0.4,Success,"(28, 24)",Success,"(28, 24)",Success,"(28, 24)",Success,"(28, 24)","(17, 17)","(35, 30)"
0.4,Success,"(25, 36)",Success,"(25, 36)",Success,"(25, 36)",Success,"(25, 36)","(16, 16)","(2, 29)"
0.4,Success,"(32, 10)",Success,"(32, 10)",Success,"(32, 10)",Success,"(32, 10)","(20, 29)","(30, 32)"
0.4,Failure,"(26, 28)",Failure,"(26, 28)",Failure,"(26, 28)",Success,"(26, 28)","(31, 36)","(24, 7)"
0.5,Success,"(38, 19)",Failure,"(38, 19)",Failure,"(38, 19)",Failure,"(38, 19)","(18, 21)","(23, 24)"
0.5,Success,"(11, 32)",Success,"(11, 32)",Success,"(11, 32)",Success,"(11, 32)","(4, 12)","(26, 36)"
0.5,Success,"(2, 9)",Success,"(2, 9)",Success,"(2, 9)",Success,"(2, 9)","(5, 10)","(29, 30)"
0.5,Success,"(6, 1)",Success,"(6, 1)",Success,"(6, 1)",Success,"(6, 1)","(8, 38)","(6, 11)"
0.5,Failure,"(2, 6)",Failure,"(2, 6)",Failure,"(2, 6)",Failure,"(2, 6)","(30, 25)","(6, 8)"
0.5,Success,"(3, 38)",Success,"(3, 38)",Success,"(3, 38)",Success,"(3, 38)","(15, 34)","(6, 20)"
0.5,Success,"(1, 16)",Failure,"(1, 16)",Failure,"(1, 16)",Failure,"(1, 16)","(16, 31)","(10, 18)"
0.5,Success,"(15, 11)",Success,"(15, 11)",Success,"(15, 11)",Success,"(15, 11)","(8, 16)","(30, 28)"
0.5,Success,"(32, 33)",Success,"(32, 33)",Success,"(32, 33)",Success,"(32, 33)","(27, 28)","(37, 24)"
0.5,Success,"(12, 7)",Success,"(12, 7)",Success,"(12, 7)",Success,"(12, 7)","(1, 20)","(30, 3)"
0.5,Success,"(20, 5)",Success,"(20, 5)",Success,"(20, 5)",Success,"(20, 5)","(36, 24)","(36, 38)"
0.5,Success,"(5, 6)",Success,"(5, 6)",Success,"(5, 6)",Success,"(5, 6)","(6, 36)","(28, 19)"
0.5,Success,"(19, 32)",Success,"(19, 32)",Success,"(19, 32)",Success,"(19, 32)","(24, 30)","(10, 24)"
0.5,Success,"(4, 7)",Success,"(4, 7)",Success,"(4, 7)",Success,"(4, 7)","(29, 19)","(5, 27)"
0.5,Success,"(16, 20)",Success,"(16, 20)",Success,"(16, 20)",Success,"(16, 20)","(2, 6)","(32, 14)"
0.5,Success,"(22, 17)",Success,"(22, 17)",Success,"(22, 17)",Success,"(22, 17)","(36, 38)","(6, 6)"
0.5,Success,"(7, 33)",Success,"(7, 33)",Success,"(7, 33)",Success,"(7, 33)","(14, 6)","(4, 27)"
0.5,Success,"(15, 26)",Success,"(15, 26)",Success,"(15, 26)",Success,"(15, 26)","(20, 27)","(4, 16)"
0.5,Failure,"(8, 19)",Success,"(8, 19)",Success,"(8, 19)",Success,"(8, 19)","(27, 20)","(11, 32)"
0.5,Failure,"(35, 9)",Failure,"(35, 9)",Failure,"(35, 9)",Failure,"(35, 9)","(8, 9)","(26, 17)"
0.6,Failure,"(19, 35)",Failure,"(19, 35)",Failure,"(19, 35)",Failure,"(19, 35)","(2, 1)","(21, 7)"
0.6,Success,"(20, 19)",Success,"(20, 19)",Success,"(20, 19)",Success,"(20, 19)","(30, 23)","(21, 30)"
0.6,Failure,"(19, 1)",Failure,"(19, 1)",Failure,"(19, 1)",Failure,"(19, 1)","(38, 21)","(34, 24)"
0.6,Success,"(9, 37)",Success,"(9, 37)",Success,"(9, 37)",Success,"(9, 37)","(16, 31)","(11, 1)"
0.6,Failure,"(12, 15)",Failure,"(12, 15)",Failure,"(12, 15)",Failure,"(12, 15)","(13, 26)","(26, 24)"
0.6,Success,"(32, 36)",Success,"(32, 36)",Success,"(32, 36)",Success,"(32, 36)","(15, 29)","(33, 14)"
0.6,Success,"(38, 37)",Success,"(38, 37)",Success,"(38, 37)",Success,"(38, 37)","(3, 22)","(24, 8)"
0.6,Success,"(10, 11)",Success,"(10, 11)",Success,"(10, 11)",Success,"(10, 11)","(7, 35)","(3, 4)"
0.6,Failure,"(33, 24)",Failure,"(33, 24)",Success,"(33, 24)",Success,"(33, 24)","(27, 6)","(4, 37)"
0.6,Success,"(3, 8)",Success,"(3, 8)",Success,"(3, 8)",Success,"(3, 8)","(12, 26)","(10, 35)"
0.6,Success,"(32, 9)",Success,"(32, 9)",Success,"(32, 9)",Success,"(32, 9)","(23, 33)","(2, 7)"
0.6,Failure,"(31, 35)",Failure,"(31, 35)",Failure,"(31, 35)",Failure,"(31, 35)","(36, 31)","(37, 29)"
0.6,Failure,"(8, 8)",Success,"(8, 8)",Failure,"(8, 8)",Failure,"(8, 8)","(36, 29)","(8, 8)"
0.6,Failure,"(10, 4)",Success,"(10, 4)",Success,"(10, 4)",Failure,"(10, 4)","(16, 15)","(21, 15)"
0.6,Success,"(5, 35)",Success,"(5, 35)",Success,"(5, 35)",Success,"(5, 35)","(16, 3)","(30, 10)"
0.6,Success,"(3, 13)",Success,"(3, 13)",Success,"(3, 13)",Success,"(3, 13)","(18, 15)","(35, 34)"
0.6,Success,"(7, 13)",Success,"(7, 13)",Success,"(7, 13)",Success,"(7, 13)","(25, 16)","(35, 34)"
0.6,Failure,"(10, 32)",Failure,"(10, 32)",Failure,"(10, 32)",Failure,"(10, 32)","(15, 23)","(13, 34)"
0.6,Success,"(7, 37)",Success,"(7, 37)",Success,"(7, 37)",Success,"(7, 37)","(27, 37)","(15, 1)"
0.6,Success,"(17, 3)",Success,"(17, 3)",Success,"(17, 3)",Success,"(17, 3)","(12, 13)","(5, 22)"
0.7,Failure,"(25, 29)",Failure,"(25, 29)",Failure,"(25, 29)",Failure,"(25, 29)","(2, 32)","(13, 26)"
0.7,Failure,"(38, 11)",Failure,"(38, 11)",Failure,"(38, 11)",Failure,"(38, 11)","(2, 21)","(4, 38)"
0.7,Failure,"(35, 37)",Failure,"(35, 37)",Failure,"(35, 37)",Failure,"(35, 37)","(31, 12)","(33, 2)"
0.7,Success,"(26, 35)",Success,"(26, 35)",Success,"(26, 35)",Success,"(26, 35)","(20, 15)","(1, 32)"
0.7,Failure,"(4, 20)",Failure,"(4, 20)",Failure,"(4, 20)",Failure,"(4, 20)","(4, 37)","(18, 17)"
0.7,Failure,"(37, 38)",Failure,"(37, 38)",Failure,"(37, 38)",Failure,"(37, 38)","(15, 26)","(8, 32)"
0.7,Failure,"(12, 8)",Failure,"(12, 8)",Failure,"(12, 8)",Failure,"(12, 8)","(5, 36)","(3, 23)"
0.7,Success,"(28, 4)",Success,"(28, 4)",Success,"(28, 4)",Success,"(28, 4)","(38, 25)","(9, 26)"
0.7,Success,"(31, 27)",Success,"(31, 27)",Success,"(31, 27)",Success,"(31, 27)","(3, 38)","(34, 23)"
0.7,Failure,"(34, 36)",Failure,"(34, 36)",Failure,"(34, 36)",Failure,"(34, 36)","(3, 17)","(25, 23)"
0.7,Success,"(12, 35)",Success,"(12, 35)",Success,"(12, 35)",Success,"(12, 35)","(38, 16)","(4, 37)"
0.7,Failure,"(33, 38)",Failure,"(33, 38)",Failure,"(33, 38)",Failure,"(33, 38)","(9, 18)","(27, 30)"
0.7,Failure,"(13, 17)",Failure,"(13, 17)",Failure,"(13, 17)",Failure,"(13, 17)","(5, 21)","(5, 17)"
0.7,Failure,"(14, 32)",Failure,"(14, 32)",Failure,"(14, 32)",Failure,"(14, 32)","(16, 18)","(22, 17)"
0.7,Success,"(1, 13)",Success,"(1, 13)",Success,"(1, 13)",Success,"(1, 13)","(34, 23)","(25, 31)"
0.7,Success,"(9, 11)",Success,"(9, 11)",Success,"(9, 11)",Success,"(9, 11)","(6, 6)","(31, 19)"
0.7,Failure,"(20, 35)",Failure,"(20, 35)",Failure,"(20, 35)",Failure,"(20, 35)","(38, 16)","(27, 14)"
0.7,Failure,"(27, 21)",Failure,"(27, 21)",Failure,"(27, 21)",Failure,"(27, 21)","(13, 11)","(10, 2)"
0.7,Success,"(19, 32)",Success,"(19, 32)",Success,"(19, 32)",Success,"(19, 32)","(7, 12)","(30, 17)"
0.7,Failure,"(37, 16)",Failure,"(37, 16)",Failure,"(37, 16)",Failure,"(37, 16)","(5, 36)","(16, 28)"
0.8,Failure,"(2, 24)",Success,"(2, 24)",Failure,"(2, 24)",Failure,"(2, 24)","(35, 23)","(4, 23)"
